Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
1976,25-03-2020 01:00,03-23-2020 07:00,23-03-2020 23:28,Bangalore West,242,EXTORTION,36,F,Other,Other Crime,17,Yes,17-06-2020 01:00
1990,26-03-2020 19:00,03-23-2020 21:00,24-03-2020 03:41,Bangalore East,301,VEHICLE - STOLEN,71,F,Explosives,Violent Crime,17,Yes,15-05-2020 19:00
2000,25-03-2020 15:00,03-24-2020 07:00,25-03-2020 06:29,Bangalore East,416,VANDALISM,22,F,Poison,Other Crime,13,No,
2020,26-03-2020 12:00,03-25-2020 03:00,25-03-2020 12:06,Bangalore East,416,ASSAULT,40,F,None,Violent Crime,1,Yes,30-05-2020 12:00
2028,25-03-2020 22:00,03-25-2020 11:00,25-03-2020 20:09,Bangalore South,289,EXTORTION,50,M,Firearm,Other Crime,2,No,
2029,27-03-2020 23:00,03-25-2020 12:00,26-03-2020 03:29,Bangalore East,587,DRUG OFFENSE,77,F,Knife,Other Crime,14,Yes,15-04-2020 23:00
2047,26-03-2020 17:00,03-26-2020 06:00,26-03-2020 19:47,Bangalore South,491,DRUG OFFENSE,24,F,Blunt Object,Other Crime,15,No,
2054,28-03-2020 22:00,03-26-2020 13:00,26-03-2020 18:01,Bangalore East,478,DRUG OFFENSE,26,F,Blunt Object,Other Crime,11,No,
2073,27-03-2020 15:00,03-27-2020 08:00,27-03-2020 11:42,Bangalore West,469,CYBERCRIME,40,F,Blunt Object,Other Crime,1,No,
2084,28-03-2020 22:00,03-27-2020 19:00,28-03-2020 15:36,Bangalore North,160,FRAUD,46,F,Firearm,Other Crime,7,No,
2087,30-03-2020 14:00,03-27-2020 22:00,28-03-2020 06:45,Bangalore East,314,EXTORTION,14,F,Firearm,Other Crime,16,Yes,11-05-2020 14:00
2101,29-03-2020 12:00,03-28-2020 12:00,28-03-2020 20:55,Bangalore West,212,PUBLIC INTOXICATION,72,F,Knife,Other Crime,18,No,
2103,30-03-2020 05:00,03-28-2020 14:00,28-03-2020 15:44,Bangalore East,190,DOMESTIC VIOLENCE,47,M,Firearm,Violent Crime,5,Yes,12-04-2020 05:00
2108,29-03-2020 18:00,03-28-2020 19:00,28-03-2020 23:02,Bangalore South,222,SHOPLIFTING,63,F,Poison,Other Crime,19,No,
2116,31-03-2020 04:00,03-29-2020 03:00,29-03-2020 17:41,Bangalore South,101,DOMESTIC VIOLENCE,18,F,None,Violent Crime,11,No,
2162,31-03-2020 15:00,03-31-2020 01:00,31-03-2020 20:21,Bangalore South,591,ASSAULT,53,F,Firearm,Violent Crime,16,Yes,07-05-2020 15:00
2180,02-04-2020 09:00,03-31-2020 19:00,01-04-2020 18:31,Bangalore South,403,VANDALISM,68,F,Firearm,Other Crime,15,Yes,19-04-2020 09:00
2182,01-04-2020 18:00,03-31-2020 21:00,01-04-2020 20:44,Bangalore West,344,VANDALISM,46,F,Other,Other Crime,10,Yes,18-05-2020 18:00
2189,02-04-2020 18:00,04-01-2020 04:00,01-04-2020 14:03,Bangalore North,182,KIDNAPPING,41,F,Knife,Other Crime,17,Yes,01-05-2020 18:00
2206,02-04-2020 20:00,04-01-2020 21:00,02-04-2020 05:14,Bangalore West,215,DRUG OFFENSE,58,F,Poison,Other Crime,11,Yes,09-05-2020 20:00
2212,04-04-2020 23:00,04-02-2020 03:00,03-04-2020 01:32,Bangalore East,312,KIDNAPPING,77,F,Firearm,Other Crime,4,No,
2214,04-04-2020 22:00,04-02-2020 05:00,02-04-2020 16:47,Bangalore East,119,SHOPLIFTING,43,F,Blunt Object,Other Crime,8,Yes,01-06-2020 22:00
2229,03-04-2020 05:00,04-02-2020 20:00,03-04-2020 04:42,Bangalore North,501,IDENTITY THEFT,11,F,None,Violent Crime,18,Yes,20-06-2020 05:00
2248,04-04-2020 16:00,04-03-2020 15:00,03-04-2020 19:54,Bangalore South,158,IDENTITY THEFT,17,M,Poison,Violent Crime,2,Yes,30-04-2020 16:00
2249,03-04-2020 22:00,04-03-2020 16:00,04-04-2020 05:44,Bangalore North,480,EXTORTION,66,F,Other,Other Crime,14,Yes,26-06-2020 22:00
2283,07-04-2020 10:00,04-05-2020 02:00,05-04-2020 03:41,Bangalore North,542,CYBERCRIME,21,F,Blunt Object,Other Crime,10,Yes,17-04-2020 10:00
2301,05-04-2020 23:00,04-05-2020 20:00,06-04-2020 16:05,Bangalore North,321,PUBLIC INTOXICATION,23,F,Knife,Other Crime,16,No,
2306,06-04-2020 14:00,04-06-2020 01:00,06-04-2020 07:05,Bangalore East,211,EXTORTION,51,M,Explosives,Other Crime,8,Yes,08-06-2020 14:00
2326,09-04-2020 04:00,04-06-2020 21:00,07-04-2020 07:55,Bangalore West,554,SEXUAL ASSAULT,59,F,Explosives,Violent Crime,13,No,
2333,08-04-2020 06:00,04-07-2020 04:00,07-04-2020 10:22,Bangalore North,198,FRAUD,11,F,Knife,Other Crime,1,Yes,12-05-2020 06:00
2341,10-04-2020 06:00,04-07-2020 12:00,08-04-2020 10:56,Bangalore East,326,VANDALISM,71,M,Blunt Object,Other Crime,8,Yes,04-05-2020 06:00
2352,09-04-2020 00:00,04-07-2020 23:00,07-04-2020 23:58,Bangalore North,244,CYBERCRIME,78,F,Firearm,Other Crime,8,Yes,27-05-2020 00:00
2353,09-04-2020 22:00,04-08-2020 00:00,08-04-2020 10:52,Bangalore South,545,COUNTERFEITING,14,F,Other,Other Crime,3,Yes,04-06-2020 22:00
2358,10-04-2020 01:00,04-08-2020 05:00,08-04-2020 21:13,Bangalore North,558,KIDNAPPING,67,M,Explosives,Other Crime,16,Yes,24-05-2020 01:00
2359,11-04-2020 00:00,04-08-2020 06:00,08-04-2020 21:36,Bangalore East,532,FIREARM OFFENSE,60,M,Poison,Fire Accident,19,Yes,04-07-2020 00:00
2383,11-04-2020 01:00,04-09-2020 06:00,09-04-2020 19:58,Bangalore East,479,ROBBERY,12,M,Blunt Object,Violent Crime,11,No,
2387,09-04-2020 21:00,04-09-2020 10:00,09-04-2020 22:07,Bangalore West,288,KIDNAPPING,61,F,None,Other Crime,13,No,
2391,11-04-2020 13:00,04-09-2020 14:00,10-04-2020 05:54,Bangalore East,308,SHOPLIFTING,11,F,Poison,Other Crime,2,No,
2406,12-04-2020 20:00,04-10-2020 05:00,10-04-2020 09:44,Bangalore North,228,ASSAULT,12,F,Poison,Violent Crime,19,Yes,04-06-2020 20:00
2412,11-04-2020 22:00,04-10-2020 11:00,11-04-2020 00:39,Bangalore South,205,ARSON,11,F,Other,Fire Accident,9,Yes,22-04-2020 22:00
2430,12-04-2020 09:00,04-11-2020 05:00,11-04-2020 06:41,Bangalore South,476,CYBERCRIME,18,F,Blunt Object,Other Crime,18,No,
2440,12-04-2020 05:00,04-11-2020 15:00,12-04-2020 07:05,Bangalore North,124,FIREARM OFFENSE,69,M,Knife,Fire Accident,10,No,
2445,13-04-2020 13:00,04-11-2020 20:00,12-04-2020 12:04,Bangalore South,415,ILLEGAL POSSESSION,37,F,Blunt Object,Other Crime,3,Yes,22-04-2020 13:00
2446,14-04-2020 06:00,04-11-2020 21:00,12-04-2020 06:28,Bangalore North,327,FIREARM OFFENSE,38,F,Other,Fire Accident,12,No,
2454,12-04-2020 09:00,04-12-2020 05:00,12-04-2020 22:02,Bangalore West,477,PUBLIC INTOXICATION,30,F,Explosives,Other Crime,18,Yes,28-04-2020 09:00
2461,13-04-2020 11:00,04-12-2020 12:00,13-04-2020 06:48,Bangalore South,568,SHOPLIFTING,12,F,Other,Other Crime,8,Yes,22-06-2020 11:00
2478,13-04-2020 09:00,04-13-2020 05:00,14-04-2020 00:44,Bangalore West,394,BURGLARY,75,F,Other,Other Crime,9,No,
2479,15-04-2020 00:00,04-13-2020 06:00,13-04-2020 17:32,Bangalore North,365,DOMESTIC VIOLENCE,40,F,Poison,Violent Crime,6,Yes,04-05-2020 00:00
2485,14-04-2020 03:00,04-13-2020 12:00,13-04-2020 23:14,Bangalore East,302,DOMESTIC VIOLENCE,19,M,Knife,Violent Crime,15,No,
2533,16-04-2020 23:00,04-15-2020 12:00,15-04-2020 16:52,Bangalore East,139,VANDALISM,72,F,Knife,Other Crime,16,Yes,30-05-2020 23:00
2559,17-04-2020 02:00,04-16-2020 14:00,17-04-2020 00:48,Bangalore West,535,ASSAULT,56,F,Blunt Object,Violent Crime,5,No,
2562,18-04-2020 08:00,04-16-2020 17:00,17-04-2020 08:03,Bangalore West,218,DRUG OFFENSE,61,F,Knife,Other Crime,7,Yes,12-07-2020 08:00
2565,18-04-2020 16:00,04-16-2020 20:00,17-04-2020 11:25,Bangalore West,558,FRAUD,11,F,Explosives,Other Crime,16,No,
2575,20-04-2020 03:00,04-17-2020 06:00,17-04-2020 16:04,Bangalore West,296,ASSAULT,65,F,Other,Violent Crime,14,No,
2582,18-04-2020 23:00,04-17-2020 13:00,17-04-2020 17:47,Bangalore West,438,KIDNAPPING,56,M,Poison,Other Crime,5,Yes,24-06-2020 23:00
2609,20-04-2020 17:00,04-18-2020 16:00,18-04-2020 18:56,Bangalore South,165,TRAFFIC VIOLATION,59,F,Blunt Object,Traffic Fatality,6,No,
2611,21-04-2020 13:00,04-18-2020 18:00,18-04-2020 23:44,Bangalore North,340,BURGLARY,17,F,None,Other Crime,3,Yes,14-07-2020 13:00
2615,21-04-2020 04:00,04-18-2020 22:00,19-04-2020 13:26,Bangalore East,252,DOMESTIC VIOLENCE,70,F,None,Violent Crime,4,Yes,18-06-2020 04:00
2626,21-04-2020 11:00,04-19-2020 09:00,19-04-2020 12:50,Bangalore West,255,BURGLARY,50,F,Knife,Other Crime,17,No,
2692,23-04-2020 10:00,04-22-2020 03:00,22-04-2020 23:38,Bangalore East,176,VEHICLE - STOLEN,12,F,Blunt Object,Violent Crime,1,No,
2709,24-04-2020 07:00,04-22-2020 20:00,23-04-2020 14:57,Bangalore North,305,FIREARM OFFENSE,65,F,Other,Fire Accident,7,No,
2715,23-04-2020 09:00,04-23-2020 02:00,23-04-2020 05:37,Bangalore North,178,COUNTERFEITING,13,M,Blunt Object,Other Crime,5,Yes,02-07-2020 09:00
2724,25-04-2020 22:00,04-23-2020 11:00,23-04-2020 18:03,Bangalore North,243,DOMESTIC VIOLENCE,42,F,Other,Violent Crime,2,Yes,27-05-2020 22:00
2744,25-04-2020 07:00,04-24-2020 07:00,24-04-2020 21:25,Bangalore West,188,KIDNAPPING,57,F,Blunt Object,Other Crime,9,No,
2770,26-04-2020 03:00,04-25-2020 09:00,25-04-2020 23:47,Bangalore South,159,DOMESTIC VIOLENCE,15,F,Explosives,Violent Crime,1,Yes,13-06-2020 03:00
2772,28-04-2020 03:00,04-25-2020 11:00,25-04-2020 12:31,Bangalore East,463,DOMESTIC VIOLENCE,74,M,None,Violent Crime,11,Yes,11-07-2020 03:00
2811,27-04-2020 17:00,04-27-2020 02:00,27-04-2020 06:55,Bangalore South,569,CYBERCRIME,40,M,None,Other Crime,1,Yes,17-05-2020 17:00
2826,28-04-2020 16:00,04-27-2020 17:00,28-04-2020 16:24,Bangalore East,383,VEHICLE - STOLEN,71,M,Explosives,Violent Crime,7,No,
2833,29-04-2020 12:00,04-28-2020 00:00,28-04-2020 19:12,Bangalore North,200,COUNTERFEITING,37,M,Poison,Other Crime,4,Yes,22-05-2020 12:00
2878,02-05-2020 00:00,04-29-2020 21:00,30-04-2020 08:13,Bangalore West,280,DRUG OFFENSE,52,F,Explosives,Other Crime,2,No,
2880,30-04-2020 03:00,04-29-2020 23:00,30-04-2020 12:53,Bangalore West,515,VANDALISM,76,F,Explosives,Other Crime,19,Yes,04-07-2020 03:00
2905,03-05-2020 12:00,05-01-2020 00:00,01-05-2020 00:42,Bangalore South,431,SHOPLIFTING,18,F,Explosives,Other Crime,14,Yes,22-07-2020 12:00
2914,02-05-2020 03:00,05-01-2020 09:00,01-05-2020 11:12,Bangalore North,482,PUBLIC INTOXICATION,57,M,Knife,Other Crime,15,No,
2923,04-05-2020 15:00,05-01-2020 18:00,01-05-2020 23:26,Bangalore East,290,KIDNAPPING,33,F,Firearm,Other Crime,8,Yes,26-06-2020 15:00
2942,05-05-2020 00:00,05-02-2020 13:00,03-05-2020 12:32,Bangalore South,484,BURGLARY,43,M,Firearm,Other Crime,3,Yes,11-07-2020 00:00
2943,03-05-2020 01:00,05-02-2020 14:00,03-05-2020 13:43,Bangalore West,386,BURGLARY,20,F,Blunt Object,Other Crime,6,No,
2959,03-05-2020 19:00,05-03-2020 06:00,03-05-2020 20:03,Bangalore East,387,COUNTERFEITING,62,F,Other,Other Crime,8,No,
3004,05-05-2020 08:00,05-05-2020 03:00,05-05-2020 08:03,Bangalore South,149,SEXUAL ASSAULT,47,F,Poison,Violent Crime,10,No,
3006,07-05-2020 15:00,05-05-2020 05:00,05-05-2020 11:00,Bangalore West,596,CYBERCRIME,18,M,Firearm,Other Crime,1,No,
3011,07-05-2020 19:00,05-05-2020 10:00,06-05-2020 08:41,Bangalore East,205,EXTORTION,65,F,Other,Other Crime,10,No,
3016,05-05-2020 18:00,05-05-2020 15:00,06-05-2020 05:50,Bangalore East,159,FIREARM OFFENSE,66,M,Other,Fire Accident,15,Yes,30-06-2020 18:00
3034,06-05-2020 12:00,05-06-2020 09:00,06-05-2020 19:54,Bangalore West,443,CYBERCRIME,66,M,Knife,Other Crime,19,No,
3044,07-05-2020 08:00,05-06-2020 19:00,07-05-2020 03:29,Bangalore North,477,VANDALISM,54,M,Blunt Object,Other Crime,13,No,
3053,09-05-2020 17:00,05-07-2020 04:00,07-05-2020 23:29,Bangalore East,233,HOMICIDE,12,F,Other,Other Crime,7,No,
3070,09-05-2020 23:00,05-07-2020 21:00,07-05-2020 22:42,Bangalore East,433,FRAUD,39,M,Firearm,Other Crime,14,Yes,29-05-2020 23:00
3095,09-05-2020 21:00,05-08-2020 22:00,09-05-2020 06:10,Bangalore South,513,VANDALISM,20,F,Firearm,Other Crime,10,No,
3107,10-05-2020 14:00,05-09-2020 10:00,09-05-2020 22:26,Bangalore South,245,IDENTITY THEFT,16,F,Blunt Object,Violent Crime,1,No,
3116,11-05-2020 10:00,05-09-2020 19:00,10-05-2020 06:13,Bangalore West,481,KIDNAPPING,15,F,Blunt Object,Other Crime,13,No,
3125,12-05-2020 18:00,05-10-2020 04:00,10-05-2020 10:47,Bangalore North,216,PUBLIC INTOXICATION,33,M,None,Other Crime,14,No,
3143,12-05-2020 17:00,05-10-2020 22:00,11-05-2020 02:41,Bangalore East,465,SEXUAL ASSAULT,53,M,Blunt Object,Violent Crime,15,Yes,10-05-2021 17:00
3149,13-05-2020 12:00,05-11-2020 04:00,11-05-2020 13:15,Bangalore East,515,FIREARM OFFENSE,69,F,Explosives,Fire Accident,15,Yes,06-08-2020 12:00
3157,13-05-2020 13:00,05-11-2020 12:00,11-05-2020 21:56,Bangalore West,411,VEHICLE - STOLEN,38,F,None,Violent Crime,11,No,
3164,13-05-2020 04:00,05-11-2020 19:00,12-05-2020 00:25,Bangalore North,507,ILLEGAL POSSESSION,23,M,Knife,Other Crime,4,No,
3165,12-05-2020 19:00,05-11-2020 20:00,11-05-2020 21:09,Bangalore North,418,VEHICLE - STOLEN,43,F,Firearm,Violent Crime,13,Yes,27-05-2020 19:00
3168,13-05-2020 12:00,05-11-2020 23:00,12-05-2020 07:45,Bangalore East,264,FIREARM OFFENSE,48,M,Explosives,Fire Accident,18,Yes,07-06-2020 12:00
3178,14-05-2020 18:00,05-12-2020 09:00,12-05-2020 16:52,Bangalore East,590,VANDALISM,21,F,Other,Other Crime,14,Yes,01-07-2020 18:00
3189,13-05-2020 15:00,05-12-2020 20:00,13-05-2020 07:57,Bangalore West,479,SHOPLIFTING,55,F,Poison,Other Crime,2,Yes,28-07-2020 15:00
3190,13-05-2020 08:00,05-12-2020 21:00,13-05-2020 20:55,Bangalore East,386,HOMICIDE,47,F,Blunt Object,Other Crime,14,Yes,20-03-2021 08:00
3193,14-05-2020 21:00,05-13-2020 00:00,13-05-2020 15:38,Bangalore South,201,EXTORTION,61,F,Other,Other Crime,3,Yes,06-08-2020 21:00
3220,14-05-2020 18:00,05-14-2020 03:00,14-05-2020 15:41,Bangalore South,473,CYBERCRIME,10,F,Poison,Other Crime,11,Yes,16-07-2020 18:00
3249,16-05-2020 06:00,05-15-2020 08:00,16-05-2020 06:34,Bangalore North,532,FIREARM OFFENSE,38,F,Poison,Fire Accident,16,Yes,22-07-2020 06:00
3259,15-05-2020 21:00,05-15-2020 18:00,16-05-2020 07:34,Bangalore West,484,TRAFFIC VIOLATION,24,M,Other,Traffic Fatality,12,Yes,28-05-2020 21:00
3293,17-05-2020 17:00,05-17-2020 04:00,17-05-2020 10:32,Bangalore East,531,SEXUAL ASSAULT,44,M,Other,Violent Crime,5,No,
3294,17-05-2020 14:00,05-17-2020 05:00,18-05-2020 00:53,Bangalore West,327,COUNTERFEITING,17,M,Firearm,Other Crime,13,No,
3299,19-05-2020 17:00,05-17-2020 10:00,17-05-2020 11:55,Bangalore South,264,BURGLARY,27,F,Firearm,Other Crime,10,Yes,13-09-2020 17:00
3301,18-05-2020 08:00,05-17-2020 12:00,17-05-2020 23:11,Bangalore West,550,KIDNAPPING,26,F,None,Other Crime,12,Yes,28-07-2020 08:00
3302,18-05-2020 23:00,05-17-2020 13:00,17-05-2020 15:38,Bangalore West,277,COUNTERFEITING,25,F,Firearm,Other Crime,18,Yes,25-05-2020 23:00
3320,19-05-2020 08:00,05-18-2020 07:00,18-05-2020 11:35,Bangalore South,311,PUBLIC INTOXICATION,62,M,Explosives,Other Crime,13,Yes,03-06-2020 08:00
3322,20-05-2020 21:00,05-18-2020 09:00,19-05-2020 03:03,Bangalore South,136,BURGLARY,13,F,Explosives,Other Crime,3,Yes,12-10-2020 21:00
3336,20-05-2020 00:00,05-18-2020 23:00,18-05-2020 23:58,Bangalore South,417,IDENTITY THEFT,57,F,Firearm,Violent Crime,17,Yes,23-06-2020 00:00
3356,21-05-2020 19:00,05-19-2020 19:00,20-05-2020 13:09,Bangalore North,570,DRUG OFFENSE,57,F,Poison,Other Crime,11,Yes,10-06-2020 19:00
3393,23-05-2020 11:00,05-21-2020 08:00,22-05-2020 01:06,Bangalore South,227,KIDNAPPING,79,F,None,Other Crime,5,Yes,15-06-2020 11:00
3402,23-05-2020 06:00,05-21-2020 17:00,22-05-2020 09:47,Bangalore South,219,SHOPLIFTING,39,M,Explosives,Other Crime,18,Yes,11-06-2020 06:00
3407,23-05-2020 18:00,05-21-2020 22:00,22-05-2020 19:55,Bangalore South,401,SHOPLIFTING,15,F,Poison,Other Crime,14,Yes,12-07-2020 18:00
3409,23-05-2020 18:00,05-22-2020 00:00,22-05-2020 16:55,Bangalore North,426,DRUG OFFENSE,29,M,Blunt Object,Other Crime,6,Yes,08-06-2020 18:00
3424,25-05-2020 02:00,05-22-2020 15:00,22-05-2020 22:15,Bangalore North,339,DRUG OFFENSE,69,M,Blunt Object,Other Crime,14,Yes,12-07-2020 02:00
3433,25-05-2020 16:00,05-23-2020 00:00,23-05-2020 04:55,Bangalore East,113,HOMICIDE,67,F,Poison,Other Crime,2,No,
3460,25-05-2020 22:00,05-24-2020 03:00,24-05-2020 04:43,Bangalore East,350,VEHICLE - STOLEN,41,F,Poison,Violent Crime,3,Yes,28-07-2020 22:00
3462,24-05-2020 09:00,05-24-2020 05:00,24-05-2020 08:46,Bangalore West,451,HOMICIDE,50,M,Blunt Object,Other Crime,2,Yes,03-08-2021 09:00
3466,26-05-2020 21:00,05-24-2020 09:00,24-05-2020 23:19,Bangalore North,473,SEXUAL ASSAULT,28,M,None,Violent Crime,6,No,
3471,25-05-2020 06:00,05-24-2020 14:00,25-05-2020 13:22,Bangalore North,496,FIREARM OFFENSE,44,F,Explosives,Fire Accident,9,No,
3477,26-05-2020 18:00,05-24-2020 20:00,25-05-2020 12:50,Bangalore North,247,VEHICLE - STOLEN,20,F,None,Violent Crime,14,Yes,20-06-2020 18:00
3479,27-05-2020 03:00,05-24-2020 22:00,25-05-2020 02:20,Bangalore North,501,ROBBERY,27,M,None,Violent Crime,17,Yes,17-10-2020 03:00
3488,28-05-2020 01:00,05-25-2020 07:00,25-05-2020 11:27,Bangalore South,368,HOMICIDE,37,F,Explosives,Other Crime,1,Yes,15-05-2022 01:00
3490,25-05-2020 18:00,05-25-2020 09:00,26-05-2020 00:11,Bangalore South,556,PUBLIC INTOXICATION,68,F,Poison,Other Crime,13,Yes,07-06-2020 18:00
3503,28-05-2020 09:00,05-25-2020 22:00,26-05-2020 16:55,Bangalore North,151,DRUG OFFENSE,35,M,Other,Other Crime,6,No,
3504,28-05-2020 20:00,05-25-2020 23:00,26-05-2020 14:37,Bangalore East,259,VEHICLE - STOLEN,29,F,Other,Violent Crime,14,Yes,04-06-2020 20:00
3522,26-05-2020 22:00,05-26-2020 17:00,27-05-2020 01:59,Bangalore North,102,ARSON,14,M,Explosives,Fire Accident,13,Yes,20-08-2020 22:00
3523,29-05-2020 04:00,05-26-2020 18:00,27-05-2020 14:00,Bangalore North,528,ASSAULT,24,F,None,Violent Crime,1,Yes,16-08-2020 04:00
3530,29-05-2020 12:00,05-27-2020 01:00,27-05-2020 08:35,Bangalore East,111,ASSAULT,49,M,Explosives,Violent Crime,17,No,
3578,29-05-2020 19:00,05-29-2020 01:00,29-05-2020 14:05,Bangalore South,286,PUBLIC INTOXICATION,62,F,Poison,Other Crime,13,No,
3585,01-06-2020 02:00,05-29-2020 08:00,29-05-2020 20:06,Bangalore East,548,COUNTERFEITING,13,F,Other,Other Crime,13,Yes,07-07-2020 02:00
3586,01-06-2020 06:00,05-29-2020 09:00,30-05-2020 05:43,Bangalore West,325,TRAFFIC VIOLATION,58,F,Knife,Traffic Fatality,7,Yes,17-06-2020 06:00
3587,01-06-2020 02:00,05-29-2020 10:00,29-05-2020 19:10,Bangalore South,323,VANDALISM,48,M,Blunt Object,Other Crime,11,No,
3590,30-05-2020 18:00,05-29-2020 13:00,30-05-2020 11:06,Bangalore East,337,ILLEGAL POSSESSION,13,F,Firearm,Other Crime,12,No,
3598,31-05-2020 23:00,05-29-2020 21:00,30-05-2020 15:48,Bangalore South,224,EXTORTION,45,F,None,Other Crime,8,Yes,05-08-2020 23:00
3606,30-05-2020 19:00,05-30-2020 05:00,30-05-2020 17:36,Bangalore West,540,DOMESTIC VIOLENCE,61,F,Poison,Violent Crime,4,No,
3612,01-06-2020 21:00,05-30-2020 11:00,30-05-2020 22:06,Bangalore East,583,COUNTERFEITING,51,F,Poison,Other Crime,15,No,
3649,03-06-2020 18:00,06-01-2020 00:00,01-06-2020 13:59,Bangalore South,563,VEHICLE - STOLEN,72,F,Explosives,Violent Crime,5,Yes,26-06-2020 18:00
3668,04-06-2020 05:00,06-01-2020 19:00,02-06-2020 16:39,Bangalore South,561,DOMESTIC VIOLENCE,49,M,Firearm,Violent Crime,17,No,
3686,04-06-2020 07:00,06-02-2020 13:00,02-06-2020 15:18,Bangalore East,558,BURGLARY,32,F,None,Other Crime,6,No,
3688,02-06-2020 21:00,06-02-2020 15:00,02-06-2020 20:04,Bangalore North,231,TRAFFIC VIOLATION,53,F,Blunt Object,Traffic Fatality,7,No,
3692,03-06-2020 07:00,06-02-2020 19:00,02-06-2020 20:02,Bangalore North,409,TRAFFIC VIOLATION,11,M,None,Traffic Fatality,12,Yes,01-07-2020 07:00
3695,04-06-2020 13:00,06-02-2020 22:00,03-06-2020 00:50,Bangalore West,172,ASSAULT,29,F,Blunt Object,Violent Crime,5,Yes,24-08-2020 13:00
3735,05-06-2020 06:00,06-04-2020 14:00,04-06-2020 14:09,Bangalore South,383,VANDALISM,42,M,Blunt Object,Other Crime,12,Yes,30-07-2020 06:00
3737,06-06-2020 22:00,06-04-2020 16:00,04-06-2020 17:51,Bangalore West,528,EXTORTION,47,F,Poison,Other Crime,3,No,
3754,07-06-2020 02:00,06-05-2020 09:00,05-06-2020 15:22,Bangalore East,413,COUNTERFEITING,66,M,None,Other Crime,10,No,
3762,06-06-2020 05:00,06-05-2020 17:00,06-06-2020 04:42,Bangalore East,501,ROBBERY,59,M,Knife,Violent Crime,12,No,
3766,07-06-2020 12:00,06-05-2020 21:00,06-06-2020 19:18,Bangalore South,429,VEHICLE - STOLEN,57,M,Blunt Object,Violent Crime,19,No,
3768,07-06-2020 01:00,06-05-2020 23:00,06-06-2020 01:07,Bangalore North,493,EXTORTION,27,F,Firearm,Other Crime,17,Yes,28-07-2020 01:00
3800,08-06-2020 02:00,06-07-2020 07:00,08-06-2020 03:20,Bangalore South,458,KIDNAPPING,33,F,Blunt Object,Other Crime,17,Yes,20-07-2020 02:00
3801,08-06-2020 03:00,06-07-2020 08:00,07-06-2020 17:36,Bangalore North,374,ASSAULT,42,F,Poison,Violent Crime,13,Yes,26-07-2020 03:00
3806,09-06-2020 22:00,06-07-2020 13:00,08-06-2020 04:59,Bangalore North,588,BURGLARY,73,F,Poison,Other Crime,19,No,
3829,08-06-2020 20:00,06-08-2020 12:00,08-06-2020 20:17,Bangalore East,349,DOMESTIC VIOLENCE,17,M,None,Violent Crime,10,Yes,05-09-2020 20:00
3835,10-06-2020 03:00,06-08-2020 18:00,09-06-2020 13:48,Bangalore North,158,TRAFFIC VIOLATION,68,M,Knife,Traffic Fatality,4,No,
3849,09-06-2020 18:00,06-09-2020 08:00,10-06-2020 06:53,Bangalore South,448,CYBERCRIME,23,F,Blunt Object,Other Crime,19,Yes,04-09-2020 18:00
3856,12-06-2020 14:00,06-09-2020 15:00,10-06-2020 11:09,Bangalore East,490,ASSAULT,52,F,Poison,Violent Crime,18,No,
3864,10-06-2020 17:00,06-09-2020 23:00,10-06-2020 21:32,Bangalore West,442,SHOPLIFTING,56,M,None,Other Crime,9,Yes,16-07-2020 17:00
3871,13-06-2020 02:00,06-10-2020 06:00,10-06-2020 06:24,Bangalore North,190,FIREARM OFFENSE,24,F,Poison,Fire Accident,11,No,
3873,12-06-2020 20:00,06-10-2020 08:00,10-06-2020 10:12,Bangalore North,146,ROBBERY,67,F,Firearm,Violent Crime,10,Yes,30-09-2020 20:00
3875,11-06-2020 04:00,06-10-2020 10:00,10-06-2020 12:48,Bangalore South,293,DRUG OFFENSE,21,F,Other,Other Crime,3,No,
3880,12-06-2020 21:00,06-10-2020 15:00,11-06-2020 05:51,Bangalore South,445,ARSON,54,F,Knife,Fire Accident,19,No,
3881,12-06-2020 19:00,06-10-2020 16:00,11-06-2020 02:25,Bangalore South,354,ROBBERY,36,M,Knife,Violent Crime,11,Yes,25-09-2020 19:00
3887,12-06-2020 20:00,06-10-2020 22:00,11-06-2020 13:08,Bangalore East,425,VANDALISM,50,F,Knife,Other Crime,5,No,
3890,13-06-2020 08:00,06-11-2020 01:00,11-06-2020 20:34,Bangalore North,250,DRUG OFFENSE,13,F,Knife,Other Crime,16,Yes,21-07-2020 08:00
3895,13-06-2020 22:00,06-11-2020 06:00,11-06-2020 11:43,Bangalore North,526,FIREARM OFFENSE,21,M,Blunt Object,Fire Accident,16,No,
3919,13-06-2020 18:00,06-12-2020 06:00,12-06-2020 11:01,Bangalore North,331,SEXUAL ASSAULT,65,M,Explosives,Violent Crime,5,Yes,18-03-2021 18:00
3924,15-06-2020 03:00,06-12-2020 11:00,13-06-2020 05:28,Bangalore West,357,HOMICIDE,40,M,Other,Other Crime,10,Yes,19-01-2021 03:00
3925,13-06-2020 16:00,06-12-2020 12:00,13-06-2020 11:23,Bangalore South,261,COUNTERFEITING,29,F,Other,Other Crime,15,No,
3931,14-06-2020 06:00,06-12-2020 18:00,13-06-2020 10:26,Bangalore North,157,PUBLIC INTOXICATION,76,F,Knife,Other Crime,1,No,
